counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CNCC[C@@H]([CH]O)c1c(O)cc(O)c2c(=O)cc(-c3ccccc3Cl)oc12,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,mmp0013_RNCC_to_RNC,homologation,subtle,0.43,0 1 2 3 4 6 9,388.83,3.75,0.513,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(O)c2c(=O)cc(-c3ccccc3Cl)oc2c1[C@H]1CCN(C)C[C@H]1O,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,mmp0009_RO_to_ROC,homologation,subtle,0.739,2,415.87,3.61,0.68,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,mmp0028_RC_to_RCCC,homologation,moderate,0.691,2 3,326.83,4.77,0.709,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCc1ccccc1NC(=O)c1ccc(OC)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,mmp0000_RC_to_RCC,homologation,subtle,0.566,1 2,283.37,4.29,0.858,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCN(C)C(CC)CCc1ccccc1NC(=O)c1ccc(OC)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,mmp0000_RC_to_RCC,homologation,subtle,0.478,0 1 2 4 6 7 9 12,368.52,5.0,0.641,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCN(C)CCCc1ccccc1NC(=O)c1ccc(OC)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,mmp0000_RC_to_RCC,homologation,subtle,0.483,0 1 2 3 4 5 6 7,368.52,5.0,0.567,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,mmp0000_RC_to_RCC,homologation,subtle,0.833,2,696.56,7.33,0.279,46,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC1(c2ccc(Cl)c(Cl)c2)CN(C(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCO1,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,mmp0000_RC_to_RCC,homologation,subtle,0.616,,514.29,6.74,0.424,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC(=O)N1CCOC(CCN2CCC(C(C)(C)C(N)=O)CC2)(c2ccc(Cl)c(Cl)c2)C1,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,mmp0028_RC_to_RCCC,homologation,moderate,0.723,2 3,498.5,4.46,0.574,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)CN(CCOC(CCN1CCC(C(C)(C)C(N)=O)CC1)c1ccc(Cl)c(Cl)c1)C(=O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,mmp0113_RC_to_RCCCC,homologation,moderate,0.403,0 1 2 3 4 6 9 11 14 17 18 22 23 24 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47,726.63,8.43,0.199,48,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCC1(c2ccc(Cl)c(Cl)c2)CN(C(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCO1,CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,mmp0010_RC_to_RCCCC,homologation,moderate,0.653,3 4,542.35,7.52,0.354,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,mmp0000_RC_to_RCC,homologation,subtle,0.613,,387.98,4.97,0.716,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCN(CCCN1c2ccccc2Sc2ccc(Cl)cc21)CCNCCOC(=O)c1cc(OC)c(OC)c(OC)c1,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,mmp0000_RC_to_RCC,homologation,subtle,0.637,0 1 2 3 4 6 8 10 12 15 20 26 27 31 32 33 34 35 36 37 38 39 40 41,614.21,6.52,0.144,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCN1CCN(CCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,mmp0000_RC_to_RCC,homologation,subtle,0.505,2,380.49,2.29,0.577,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,mmp0096_RCC_to_RCCC,homologation,subtle,0.865,3,470.49,4.58,0.34,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,mmp0028_RC_to_RCCC,homologation,moderate,0.467,2 3,280.33,3.65,0.793,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H](NCCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@H]1OC[C@H](O[N+](=O)[O-])[C@H]1O,Cn1c(=O)c2c(ncn2CCCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3O[N+](=O)[O-])n(C)c1=O,mmp0000_RC_to_RCC,homologation,subtle,0.548,0 1 2 4 6 7 9 10 11 13 15 18 19,426.43,-1.47,0.278,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCN[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-],Cn1c(=O)c2c(ncn2CCCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3O[N+](=O)[O-])n(C)c1=O,mmp0000_RC_to_RCC,homologation,subtle,0.512,2,246.26,0.12,0.407,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCn1cnc2c1c(=O)n(C)c(=O)n2C,Cn1c(=O)c2c(ncn2CCCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3O[N+](=O)[O-])n(C)c1=O,mmp0010_RC_to_RCCCC,homologation,moderate,0.424,3 4,250.3,0.62,0.747,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCNCCCn1cnc2c1c(=O)n(C)c(=O)n2C,Cn1c(=O)c2c(ncn2CCCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3O[N+](=O)[O-])n(C)c1=O,mmp0000_RC_to_RCC,homologation,subtle,0.465,1 2,265.32,-0.57,0.735,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(NC[C@H](NS(=O)(=O)c2ccccc2C)C(=O)O)c(C)c(N2CCC(c3ccc4c(n3)NCCC4)CC2)n1,COc1ccc(S(=O)(=O)N[C@@H](CNc2nc(C)nc(N3CCC(c4ccc5c(n4)NCCC5)CC3)c2C)C(=O)O)cc1,mmp0059_Rc1ccccc1_to_Rc1ccccc1C,homologation,subtle,0.725,7,579.73,3.38,0.297,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)c1nc(C)nc(NC[C@H](NS(=O)(=O)c2ccc(OC)cc2)C(=O)O)c1C,COc1ccc(S(=O)(=O)N[C@@H](CNc2nc(C)nc(N3CCC(c4ccc5c(n4)NCCC5)CC3)c2C)C(=O)O)cc1,mmp0052_RNCC_to_RNCCCC,homologation,moderate,0.462,1 2 3 4 5,451.55,1.79,0.467,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1[C@@H](O)CNCCCCCCOCCOCc1c(Cl)cccc1Cl,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,mmp0059_Rc1ccccc1_to_Rc1ccccc1C,homologation,subtle,0.576,7,454.44,5.72,0.338,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1ccccc1COCCOCCCCCCNC[C@H](O)c1ccc(O)c(CO)c1,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,mmp0059_Rc1ccccc1_to_Rc1ccccc1C,homologation,subtle,0.659,7,431.57,3.61,0.304,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,CCOC(=O)c1c[n+](C)c2n(c1=O)C(C)CCC2,mmp0000_RC_to_RCC,homologation,subtle,0.787,2,265.33,1.14,0.608,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)O)cc1,CC(C)c1ccc(N(C)c2ccc3c(c2)OCC[C@H]3CNc2cnccc2C(=O)O)cc1,mmp0124_RCCC_to_RCC,homologation,subtle,0.796,,417.51,5.09,0.558,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@H](C)N(CC)CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,mmp0000_RC_to_RCC,homologation,subtle,0.476,0 1 2 4 6 7 9,329.44,3.33,0.717,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCC(CC)C(=O)N(Nc1ccccc1)c1ccccc1,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,mmp0000_RC_to_RCC,homologation,subtle,0.661,2,310.44,5.26,0.674,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,mmp0010_RC_to_RCCCC,homologation,moderate,0.852,4,340.42,4.33,0.405,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCC(C(=O)O)C(=O)N(Nc1ccccc1C)c1ccccc1,CCCCC(C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,mmp0059_Rc1ccccc1_to_Rc1ccccc1C,homologation,subtle,0.625,7,340.42,4.25,0.557,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCOCCNCC1COc2ccccc2O1,COCCOCCNCC1COc2ccccc2O1,mmp0028_RC_to_RCCC,homologation,moderate,0.734,2 3,265.35,2.23,0.732,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)[C@@H](O)[C@H](O)[C@@H](CO)O[CH]c1ccc(F)c(Cc2cc3ccccc3s2)c1,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,mmp0037_RC_to_RCCC,homologation,moderate,0.418,0 1 2 3 4 5 6 7 8 9 10 11,417.52,3.9,0.494,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)C1CC2CC(CCC2(CC(=O)N2CC(O)C2)c2ccccc2)C1O,O=C(CC1(c2ccccc2)C2CC3CC1CC(C2)C3O)N1CC(O)C1,mmp0037_RC_to_RCCC,homologation,moderate,0.422,1 2 3,371.52,2.97,0.855,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)C(O)CNC(=O)CC1(c2ccccc2)C2CC3CC1CC(C2)C3O,O=C(CC1(c2ccccc2)C2CC3CC1CC(C2)C3O)N1CC(O)C1,mmp0037_RC_to_RCCC,homologation,moderate,0.5,0 1 2 3 4 5 6,371.52,2.87,0.72,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOc1ccc2c(cnn2-c2ccc(F)cc2)c1,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,mmp0000_RC_to_RCC,homologation,subtle,0.426,,256.28,3.56,0.716,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H](NC(=O)C(F)(F)F)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1cccc(OC)c1,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,mmp0000_RC_to_RCC,homologation,subtle,0.76,2,501.48,5.75,0.312,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)N[C@@H](C)[C@H](Oc1ccc2c(cnn2-c2ccc(F)cc2)c1)c1cccc(OC)c1,COc1cccc([C@@H](Oc2ccc3c(cnn3-c3ccc(F)cc3)c2)[C@H](C)NC(=O)C(F)(F)F)c1,mmp0000_RC_to_RCC,homologation,subtle,0.796,2,447.51,5.21,0.403,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,mmp0000_RC_to_RCC,homologation,subtle,0.798,2,486.53,4.78,0.342,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCNc1cccc(-c2nc(NC)nc3cc(OC)c(OC)cc23)c1,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,mmp0010_RC_to_RCCCC,homologation,moderate,0.557,2 3 4,366.47,4.57,0.569,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)c1ccc(C(=O)Nc2cccc(-c3nc(NC)nc4cc(OC)c(OC)cc34)c2)cc1,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,mmp0000_RC_to_RCC,homologation,subtle,0.831,2,486.53,4.78,0.342,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNCCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO,mmp0035_RCCCNCC_to_RCCCNC,homologation,subtle,0.692,,291.34,-0.79,0.53,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1nc2c(N)nc3ccccc3c2n1C(C)C,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,mmp0037_RC_to_RCCC,homologation,moderate,0.45,3,254.34,3.31,0.763,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,mmp0000_RC_to_RCC,homologation,subtle,0.583,2,325.8,0.43,0.728,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(c1ccccc1)(c1ccccc1)C1CCN(CCCC(O)c2ccc(C(C)(C)C(=O)O)cc2)CC1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,mmp0009_RO_to_ROC,homologation,subtle,0.711,2,515.69,6.16,0.32,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,mmp0124_RCCC_to_RCC,homologation,subtle,0.694,,443.63,5.71,0.445,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,mmp0028_RC_to_RCCC,homologation,moderate,0.493,,309.45,4.04,0.901,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(C)N(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,CC(Cc1ccccc1)N(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,mmp0000_RC_to_RCC,homologation,subtle,0.73,2,387.55,4.08,0.749,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC(COCCN1CCC(C(=O)OCC)(c2ccccc2)CC1)OC,CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,mmp0009_RO_to_ROC,homologation,subtle,0.552,0 1 2 4 6 8,377.53,3.42,0.437,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,mmp0000_RC_to_RCC,homologation,subtle,0.795,2,388.4,2.92,0.602,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCNc1coc2cc(NS(C)(=O)=O)c(Oc3ccccc3)cc2c1=O,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,mmp0028_RC_to_RCCC,homologation,moderate,0.701,2 3,388.45,3.78,0.639,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)S(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,mmp0037_RC_to_RCCC,homologation,moderate,0.784,2 3,402.43,3.3,0.586,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCNc1coc2cc(NS(C)(=O)=O)c(Oc3ccccc3)cc2c1=O,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,mmp0000_RC_to_RCC,homologation,subtle,0.72,2,374.42,3.39,0.686,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC/C=C\CC1C(=O)CC(O)C1/C=C/[C@@H](O)C(C)(C)COCC,CCOCC(C)(C)[C@H](O)/C=C/C1C(O)CC(=O)C1C/C=C\CCCC(=O)O,mmp0000_RC_to_RCC,homologation,subtle,0.805,,352.52,3.67,0.44,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CNCCNc1nc(-c2ccccc2)no1,CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1,mmp0013_RNCC_to_RNC,homologation,subtle,0.581,,218.26,1.37,0.742,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(C=CC(C)=O)ccc1O,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,mmp0129_RCeqOCC_to_RCCeqO,homologation,subtle,0.681,,192.21,2.0,0.745,14,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(=O)CC(=O)/C=C/c1ccc(O)c(OC)c1,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,mmp0000_RC_to_RCC,homologation,subtle,0.78,2,248.28,2.35,0.62,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(/C=C/C(=O)CC(=O)C=Cc2ccccc2C)ccc1O,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,mmp0059_Rc1ccccc1_to_Rc1ccccc1C,homologation,subtle,0.707,7,336.39,3.96,0.614,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@H](c1cc(C)cc(C)c1)N(CC)Cc1ccc(Oc2ccc(C(N)=O)cc2F)cc1,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,mmp0000_RC_to_RCC,homologation,subtle,0.45,0 1 2 4 6 7 10 11 12 15 16 18 19 20,434.56,6.31,0.429,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(C)cc([C@H](CCC(C)C)NCc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,mmp0037_RC_to_RCCC,homologation,moderate,0.437,0 1 2 3 4 5 6 7 8 9 11 12 14 15 16,448.58,6.6,0.367,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCC(CCNCCCn1c(=O)[nH]c2ccccc21)C(=O)c1ccc(F)cc1,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,mmp0000_RC_to_RCC,homologation,subtle,0.45,0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 17,397.49,4.14,0.377,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,mmp0000_RC_to_RCC,homologation,subtle,0.588,2,287.41,2.84,0.918,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCN1CCC(C(=O)c2ccc(F)cc2)CC1,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,mmp0000_RC_to_RCC,homologation,subtle,0.519,2,263.36,3.52,0.758,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCN(CCCn1c(=O)[nH]c2ccccc21)CCC(C)C(=O)c1ccc(F)cc1,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,mmp0010_RC_to_RCCCC,homologation,moderate,0.455,0 1 2 3 4 6 8 10 12 13 16 17 22 23 26 27 29 30,425.55,4.87,0.421,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC[C@H]1O[C@@H](n2cc(C(F)(F)F)c(=O)[nH]c2=O)C[C@@H]1O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,mmp0009_RO_to_ROC,homologation,subtle,0.719,2,310.23,-0.15,0.81,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN1C(C(=O)Nc2cc(C)on2)=C(O)c2ccccc2S1(=O)=O,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,mmp0000_RC_to_RCC,homologation,subtle,0.662,2,349.37,1.87,0.875,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,mmp0000_RC_to_RCC,homologation,subtle,0.722,2,349.37,1.74,0.873,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC[C@@H](CC)n1c(=N)n(C)c(=O)c2c(Nc3ccccc3)n(Cc3ccc(-c4cccc(F)n4)cc3)nc21,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,mmp0000_RC_to_RCC,homologation,subtle,0.432,0 1 2 3 5 8 11,525.63,5.76,0.239,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@H]1N=C2N(C)C(=O)c3c(nn(Cc4ccc(-c5cccc(F)n5)cc4)c3Nc3ccccc3)N2[C@H]1CC,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,mmp0000_RC_to_RCC,homologation,subtle,0.688,1 2 6 9,523.62,5.69,0.315,39,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,mmp0028_RC_to_RCCC,homologation,moderate,0.775,2 3,535.63,5.84,0.301,40,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCCC[C@H]1N=C2N(C)C(=O)c3c(nn(Cc4ccc(-c5cccc(F)n5)cc4)c3Nc3ccccc3)N2[C@H]1C,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=N[C@@H]1CCC[C@@H]12,mmp0010_RC_to_RCCCC,homologation,moderate,0.647,0 1 2 3 4 9,551.67,6.48,0.19,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)CCC[N+](C)(C)C1CCCCC1O,CCCCCCCCCCCCCCCC[N+](C)(C)C1CCCCC1O,mmp0113_RC_to_RCCCC,homologation,moderate,0.553,4,228.4,2.8,0.717,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC)[C@@H](Cc1ccc(OC)c(OC)c1)C(=O)O,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,mmp0000_RC_to_RCC,homologation,subtle,0.435,0 1 2 4 7 8 11 12 13 15 16 19 20 24 25 28 29 33,514.62,3.09,0.349,37,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N[C@@H](CC)CO,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,mmp0084_RCeqONCHCCO_to_RCeqONCHCCCO,homologation,subtle,0.432,3 4 5 6 7 8,350.46,1.42,0.525,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
